Disability,Region,Status,RegCode_New,Province,Household Population 5 Years Old and Over with Functional Difficulty,Province_pcode,Population,Person affected by disability per 100k,scale affected
Hearing Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,1418,PH083700000,2124269,67.0,1.8260748027008264
Hearing Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,511,PH084800000,668766,77.0,1.8864907251724818
Hearing Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),394,PH086000000,822095,48.0,1.6812412373755872
Hearing Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,322,PH086400000,444355,73.0,1.863322860120456
Hearing Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,21338,PH101300000,1510189,1413.0,3.1501421618485588
Hearing Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,1886,PH101800000,92431,2041.0,3.3098430047160705
Hearing Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,11456,PH103500000,1095270,1046.0,3.0195316845312554
Hearing Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,11642,PH104200000,627158,1857.0,3.2688119037397803
Hearing Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,21617,PH104300000,1692002,1278.0,3.1065308538223815
Hearing Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,2897,PH101300000,1510189,192.0,2.2833012287035497
Hearing Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,253,PH101800000,92431,274.0,2.437750562820388
Hearing Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,1325,PH103500000,1095270,121.0,2.0827853703164503
Hearing Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,1743,PH104200000,627158,278.0,2.444044795918076
Hearing Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,2907,PH104300000,1692002,172.0,2.2355284469075487
Hearing Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,849,PH101300000,1510189,57.0,1.7558748556724915
Hearing Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,83,PH101800000,92431,90.0,1.954242509439325
Hearing Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,425,PH103500000,1095270,39.0,1.591064607026499
Hearing Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,413,PH104200000,627158,66.0,1.8195439355418688
Hearing Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,951,PH104300000,1692002,57.0,1.7558748556724915
Hearing Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,9790,PH160200000,738775,1326.0,3.1225435240687545
Hearing Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,11639,PH160300000,734982,1584.0,3.1997551772534747
Hearing Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,2502,PH168500000,130671,1915.0,3.2821687783046416
Hearing Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,8609,PH166700000,528148,1631.0,3.212453961040276
Hearing Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,11224,PH166800000,620531,1809.0,3.257438566859814
Hearing Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,1349,PH160200000,738775,183.0,2.2624510897304293
Hearing Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,1675,PH160300000,734982,228.0,2.357934847000454
Hearing Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,391,PH168500000,130671,300.0,2.4771212547196626
Hearing Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,1283,PH166700000,528148,243.0,2.385606273598312
Hearing Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,1667,PH166800000,620531,269.0,2.429752280002408
Hearing Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,432,PH160200000,738775,59.0,1.7708520116421442
Hearing Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,514,PH160300000,734982,70.0,1.845098040014257
Hearing Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,76,PH168500000,130671,59.0,1.7708520116421442
Hearing Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,366,PH166700000,528148,70.0,1.845098040014257
Hearing Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,440,PH166800000,620531,71.0,1.8512583487190752
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,2759,PH150700000,386697,714.0,2.8536982117761744
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,27493,PH153600000,1146287,2399.0,3.380030247967831
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,13344,PH153800000,1323051,1009.0,3.0038911662369103
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,2978,PH156600000,913590,326.0,2.513217600067939
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,3108,PH157000000,413690,752.0,2.876217840591642
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,320,PH150700000,386697,83.0,1.919078092376074
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,2435,PH153600000,1146287,213.0,2.3283796034387376
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,1211,PH153800000,1323051,92.0,1.9637878273455553
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,231,PH156600000,913590,26.0,1.414973347970818
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,281,PH157000000,413690,68.0,1.8325089127062364
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,82,PH150700000,386697,22.0,1.3424226808222062
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,533,PH153600000,1146287,47.0,1.6720978579357175
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,252,PH153800000,1323051,20.0,1.3010299956639813
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,45,PH156600000,913590,5.0,0.6989700043360189
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,57,PH157000000,413690,14.0,1.146128035678238
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,6272,PH140100000,247402,2536.0,3.404149249209695
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,2391,PH148100000,123899,1930.0,3.285557309007774
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,15427,PH141100000,848552,1819.0,3.2598326990634834
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,3441,PH142700000,210669,1634.0,3.2132520521963968
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,4101,PH143200000,220230,1863.0,3.2702128548962426
Mobility Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,3372,PH144400000,156987,2148.0,3.332034277027518
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,1230,PH140100000,247402,498.0,2.6972293427597176
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,427,PH148100000,123899,345.0,2.537819095073274
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,3103,PH141100000,848552,366.0,2.5634810853944106
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,845,PH142700000,210669,402.0,2.60422605308447
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,719,PH143200000,220230,327.0,2.514547752660286
Mobility Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,709,PH144400000,156987,452.0,2.655138434811382
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,526,PH140100000,247402,213.0,2.3283796034387376
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,205,PH148100000,123899,166.0,2.220108088040055
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,1342,PH141100000,848552,159.0,2.2013971243204513
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,299,PH142700000,210669,142.0,2.1522883443830563
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,370,PH143200000,220230,169.0,2.2278867046136734
Mobility Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,254,PH144400000,156987,162.0,2.2095150145426308
Mobility Disability,MIMAROPA Region,Mild,PH1700000000,MARINDUQUE,6204,PH174000000,241036,2574.0,3.410608542568368
Mobility Disability,MIMAROPA Region,Mild,PH1700000000,OCCIDENTAL MINDORO,8457,PH175100000,515134,1642.0,3.215373152783422
Mobility Disability,MIMAROPA Region,Mild,PH1700000000,ORIENTAL MINDORO,16486,PH175200000,901270,1830.0,3.2624510897304293
Mobility Disability,MIMAROPA Region,Mild,PH1700000000,PALAWAN,20325,PH175300000,1216009,1672.0,3.2232362731029975
Mobility Disability,MIMAROPA Region,Mild,PH1700000000,ROMBLON,8188,PH175900000,301407,2717.0,3.4340896384178907
Mobility Disability,MIMAROPA Region,Moderate,PH1700000000,MARINDUQUE,1355,PH174000000,241036,563.0,2.7505083948513462
Mobility Disability,MIMAROPA Region,Moderate,PH1700000000,OCCIDENTAL MINDORO,1552,PH175100000,515134,302.0,2.4800069429571505
Mobility Disability,MIMAROPA Region,Moderate,PH1700000000,ORIENTAL MINDORO,3659,PH175200000,901270,406.0,2.6085260335771943
Mobility Disability,MIMAROPA Region,Moderate,PH1700000000,PALAWAN,4153,PH175300000,1216009,342.0,2.534026106056135
Mobility Disability,MIMAROPA Region,Moderate,PH1700000000,ROMBLON,1994,PH175900000,301407,662.0,2.8208579894397
Mobility Disability,MIMAROPA Region,Severe,PH1700000000,MARINDUQUE,618,PH174000000,241036,257.0,2.4099331233312946
Mobility Disability,MIMAROPA Region,Severe,PH1700000000,OCCIDENTAL MINDORO,654,PH175100000,515134,127.0,2.103803720955957
Mobility Disability,MIMAROPA Region,Severe,PH1700000000,ORIENTAL MINDORO,1593,PH175200000,901270,177.0,2.247973266361807
Mobility Disability,MIMAROPA Region,Severe,PH1700000000,PALAWAN,1486,PH175300000,1216009,123.0,2.089905111439398
Mobility Disability,MIMAROPA Region,Severe,PH1700000000,ROMBLON,712,PH175900000,301407,237.0,2.374748346010104
Mobility Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",28745,PH133900000,1886920,1524.0,3.182984967003582
Mobility Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",34425,PH137600000,4015981,858.0,2.9334872878487053
Mobility Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",42958,PH137400000,4960933,866.0,2.937517892017347
Mobility Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",25372,PH137500000,2940822,863.0,2.9360107957152097
Mobility Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",4564,PH133900000,1886920,242.0,2.383815365980431
Mobility Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",6301,PH137600000,4015981,157.0,2.1958996524092336
Mobility Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",8665,PH137400000,4960933,175.0,2.2430380486862944
Mobility Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",5016,PH137500000,2940822,171.0,2.2329961103921536
Mobility Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",2058,PH133900000,1886920,110.0,2.041392685158225
Mobility Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",2900,PH137600000,4015981,73.0,1.863322860120456
Mobility Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",3777,PH137400000,4960933,77.0,1.8864907251724818
Mobility Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",2172,PH137500000,2940822,74.0,1.8692317197309762
Mobility Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,12909,PH118200000,774102,1668.0,3.22219604630172
Mobility Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,14284,PH112300000,1056457,1353.0,3.131297796597623
Mobility Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,24416,PH112400000,2520852,969.0,2.986323777050765
Mobility Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,4109,PH118600000,338925,1213.0,3.083860800866573
Mobility Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,8138,PH112500000,600531,1356.0,3.1322596895310446
Mobility Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,2533,PH118200000,774102,328.0,2.515873843711679
Mobility Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,2870,PH112300000,1056457,272.0,2.4345689040341987
Mobility Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,5217,PH112400000,2520852,207.0,2.315970345456918
Mobility Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,769,PH118600000,338925,227.0,2.3560258571931225
Mobility Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,1678,PH112500000,600531,280.0,2.4471580313422194
Mobility Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,1149,PH118200000,774102,149.0,2.173186268412274
Mobility Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,1269,PH112300000,1056457,121.0,2.0827853703164503
Mobility Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,2570,PH112400000,2520852,102.0,2.0086001717619175
Mobility Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,314,PH118600000,338925,93.0,1.968482948553935
Mobility Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,719,PH112500000,600531,120.0,2.0791812460476247
Mobility Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),16605,PH124700000,1527149,1088.0,3.036628895362161
Mobility Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,43032,PH128000000,583791,7372.0,3.867585326547036
Mobility Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,17069,PH126300000,1644256,1039.0,3.016615547557177
Mobility Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,11157,PH126500000,855241,1305.0,3.1156105116742996
Mobility Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,COTABATO (NORTH COTABATO),3084,PH124700000,1527149,202.0,2.305351369446624
Mobility Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SARANGANI,9434,PH128000000,583791,1616.0,3.208441356438567
Mobility Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SOUTH COTABATO,3685,PH126300000,1644256,225.0,2.3521825181113627
Mobility Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SULTAN KUDARAT,1758,PH126500000,855241,206.0,2.3138672203691533
Mobility Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,COTABATO (NORTH COTABATO),1527,PH124700000,1527149,100.0,2.0
Mobility Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SARANGANI,4648,PH128000000,583791,797.0,2.9014583213961123
Mobility Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SOUTH COTABATO,1971,PH126300000,1644256,120.0,2.0791812460476247
Mobility Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SULTAN KUDARAT,755,PH126500000,855241,89.0,1.9493900066449128
Mobility Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS NORTE,9943,PH012800000,613421,1621.0,3.209783014848515
Mobility Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS SUR,15894,PH012900000,715810,2221.0,3.346548558548474
Mobility Disability,Region I (Ilocos Region),Mild,PH010000000,LA UNION,13922,PH013300000,828194,1682.0,3.2258259914618934
Mobility Disability,Region I (Ilocos Region),Mild,PH010000000,PANGASINAN,49235,PH015500000,3113382,1582.0,3.1992064791616577
Mobility Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS NORTE,2249,PH012800000,613421,367.0,2.5646660642520893
Mobility Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS SUR,3147,PH012900000,715810,440.0,2.6434526764861874
Mobility Disability,Region I (Ilocos Region),Moderate,PH010000000,LA UNION,2930,PH013300000,828194,354.0,2.5490032620257876
Mobility Disability,Region I (Ilocos Region),Moderate,PH010000000,PANGASINAN,9568,PH015500000,3113382,308.0,2.4885507165004443
Mobility Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS NORTE,1311,PH012800000,613421,214.0,2.330413773349191
Mobility Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS SUR,1538,PH012900000,715810,215.0,2.3324384599156054
Mobility Disability,Region I (Ilocos Region),Severe,PH010000000,LA UNION,1651,PH013300000,828194,200.0,2.3010299956639813
Mobility Disability,Region I (Ilocos Region),Severe,PH010000000,PANGASINAN,4737,PH015500000,3113382,153.0,2.184691430817599
Mobility Disability,Region II (Cagayan Valley),Mild,PH020000000,BATANES,373,PH020900000,17874,2087.0,3.3195224490654542
Mobility Disability,Region II (Cagayan Valley),Mild,PH020000000,CAGAYAN,23516,PH021500000,1273322,1847.0,3.2664668954402414
Mobility Disability,Region II (Cagayan Valley),Mild,PH020000000,ISABELA,31711,PH023100000,1685739,1882.0,3.274619619091238
Mobility Disability,Region II (Cagayan Valley),Mild,PH020000000,NUEVA VIZCAYA,10374,PH025000000,482894,2149.0,3.3322364154914434
Mobility Disability,Region II (Cagayan Valley),Mild,PH020000000,QUIRINO,3423,PH025700000,197917,1730.0,3.2380461031287955
Mobility Disability,Region II (Cagayan Valley),Moderate,PH020000000,BATANES,87,PH020900000,17874,487.0,2.6875289612146345
Mobility Disability,Region II (Cagayan Valley),Moderate,PH020000000,CAGAYAN,4483,PH021500000,1273322,353.0,2.5477747053878224
Mobility Disability,Region II (Cagayan Valley),Moderate,PH020000000,ISABELA,5796,PH023100000,1685739,344.0,2.53655844257153
Mobility Disability,Region II (Cagayan Valley),Moderate,PH020000000,NUEVA VIZCAYA,1957,PH025000000,482894,406.0,2.6085260335771943
Mobility Disability,Region II (Cagayan Valley),Moderate,PH020000000,QUIRINO,618,PH025700000,197917,313.0,2.4955443375464483
Mobility Disability,Region II (Cagayan Valley),Severe,PH020000000,BATANES,57,PH020900000,17874,319.0,2.503790683057181
Mobility Disability,Region II (Cagayan Valley),Severe,PH020000000,CAGAYAN,2033,PH021500000,1273322,160.0,2.2041199826559246
Mobility Disability,Region II (Cagayan Valley),Severe,PH020000000,ISABELA,2480,PH023100000,1685739,148.0,2.1702617153949575
Mobility Disability,Region II (Cagayan Valley),Severe,PH020000000,NUEVA VIZCAYA,826,PH025000000,482894,172.0,2.2355284469075487
Mobility Disability,Region II (Cagayan Valley),Severe,PH020000000,QUIRINO,272,PH025700000,197917,138.0,2.1398790864012365
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,AURORA,2961,PH037700000,227530,1302.0,3.114610984232173
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,BATAAN,11311,PH030800000,836076,1353.0,3.131297796597623
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,BULACAN,46702,PH031400000,3646679,1281.0,3.1075491297446862
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,NUEVA ECIJA,37068,PH034900000,2355414,1574.0,3.1970047280230456
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,PAMPANGA,25499,PH035400000,2893624,882.0,2.94546858513182
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,TARLAC,18074,PH036900000,1460137,1238.0,3.0927206446840994
Mobility Disability,Region III (Central Luzon),Mild,PH030000000,ZAMBALES,14260,PH037100000,894254,1595.0,3.2027606873931997
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,AURORA,620,PH037700000,227530,273.0,2.436162647040756
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,BATAAN,2554,PH030800000,836076,306.0,2.48572142648158
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,BULACAN,9673,PH031400000,3646679,266.0,2.424881636631067
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,NUEVA ECIJA,6607,PH034900000,2355414,281.0,2.44870631990508
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,PAMPANGA,4293,PH035400000,2893624,149.0,2.173186268412274
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,TARLAC,3157,PH036900000,1460137,217.0,2.3364597338485296
Mobility Disability,Region III (Central Luzon),Moderate,PH030000000,ZAMBALES,2963,PH037100000,894254,332.0,2.5211380837040362
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,AURORA,336,PH037700000,227530,148.0,2.1702617153949575
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,BATAAN,1081,PH030800000,836076,130.0,2.113943352306837
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,4306,PH031400000,3646679,119.0,2.0755469613925306
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,2758,PH034900000,2355414,118.0,2.0718820073061255
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,2357,PH035400000,2893624,82.0,1.9138138523837167
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,1820,PH036900000,1460137,125.0,2.0969100130080562
Mobility Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,1498,PH037100000,894254,168.0,2.225309281725863
Mobility Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,35098,PH041000000,3033730,1157.0,3.0633333589517497
Mobility Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,40533,PH042100000,4210866,963.0,2.9836262871245345
Mobility Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,33924,PH043400000,3343703,1015.0,3.0064660422492318
Mobility Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,38465,PH045600000,2260033,1702.0,3.230959555748569
Mobility Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,29131,PH045800000,3208959,908.0,2.958085848521085
Mobility Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,7095,PH041000000,3033730,234.0,2.369215857410143
Mobility Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,8312,PH042100000,4210866,198.0,2.296665190261531
Mobility Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,6292,PH043400000,3343703,189.0,2.2764618041732443
Mobility Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,7397,PH045600000,2260033,328.0,2.515873843711679
Mobility Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,5796,PH045800000,3208959,181.0,2.2576785748691846
Mobility Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,3592,PH041000000,3033730,119.0,2.0755469613925306
Mobility Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,4000,PH042100000,4210866,95.0,1.9777236052888478
Mobility Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,2949,PH043400000,3343703,89.0,1.9493900066449128
Mobility Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,3235,PH045600000,2260033,144.0,2.1583624920952498
Mobility Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,2738,PH045800000,3208959,86.0,1.9344984512435677
Mobility Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),1284,PH099700000,127728,1006.0,3.0025979807199086
Mobility Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,17621,PH097200000,1047292,1683.0,3.226084115975824
Mobility Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,24629,PH097300000,1928337,1278.0,3.1065308538223815
Mobility Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,10301,PH098300000,679404,1517.0,3.1809855807867304
Mobility Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),176,PH099700000,127728,138.0,2.1398790864012365
Mobility Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,3091,PH097200000,1047292,296.0,2.4712917110589387
Mobility Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,4686,PH097300000,1928337,244.0,2.387389826338729
Mobility Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,1922,PH098300000,679404,283.0,2.45178643552429
Mobility Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),65,PH099700000,127728,51.0,1.7075701760979363
Mobility Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,1288,PH097200000,1047292,123.0,2.089905111439398
Mobility Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,2157,PH097300000,1928337,112.0,2.0492180226701815
Mobility Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,814,PH098300000,679404,120.0,2.0791812460476247
Mobility Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,24742,PH050500000,1396088,1773.0,3.2487087356009177
Mobility Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,12074,PH051600000,622514,1940.0,3.287801729930226
Mobility Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,40535,PH051700000,2059495,1969.0,3.2942457161381182
